x,y,Ex,Ey,Ex_exact,Ey_exact
0.598958,0.166667,0.480047,0.463659,0.476031,0.476031
0.619792,0.161458,0.447818,0.463462,0.451768,0.451768
0.614583,0.166667,0.471471,0.455991,0.467953,0.467953
0.635417,0.161458,0.439007,0.453697,0.442464,0.442464
0.630208,0.166667,0.46176,0.447224,0.458747,0.458747
0.651042,0.161458,0.429138,0.442839,0.432094,0.432094
0.645833,0.166667,0.450937,0.43738,0.448436,0.448436
0.666667,0.161458,0.418236,0.430915,0.420683,0.420683
0.661458,0.166667,0.439028,0.426483,0.437045,0.437045
0.682292,0.161458,0.406327,0.417952,0.408259,0.408259
0.677083,0.166667,0.426061,0.414559,0.424601,0.424601
0.697917,0.161458,0.393439,0.403983,0.394851,0.394851
0.692708,0.166667,0.412068,0.401635,0.411134,0.411134
0.713542,0.161458,0.379604,0.389041,0.380492,0.380492
0.708333,0.166667,0.397082,0.387745,0.396677,0.396677
0.729167,0.161458,0.364854,0.373162,0.365216,0.365216
0.723958,0.166667,0.381141,0.372921,0.381264,0.381264
0.744792,0.161458,0.349226,0.356384,0.349061,0.349061
0.739583,0.166667,0.364281,0.357198,0.364932,0.364932
0.760417,0.161458,0.332756,0.338748,0.332064,0.332064
0.755208,0.166667,0.346544,0.340615,0.347721,0.347721
0.776042,0.161458,0.315486,0.320296,0.314268,0.314268
0.770833,0.166667,0.327973,0.323212,0.329673,0.329673
0.791667,0.161458,0.297455,0.301073,0.295714,0.295714
0.786458,0.166667,0.308612,0.305031,0.31083,0.31083
0.807292,0.161458,0.278708,0.281125,0.276448,0.276448
0.802083,0.166667,0.288507,0.286115,0.291239,0.291239
0.822917,0.161458,0.259291,0.2605,0.256516,0.256516
0.817708,0.166667,0.267708,0.266511,0.270946,0.270946
0.838542,0.161458,0.239248,0.239248,0.235966,0.235966
0.833333,0.166667,0.246265,0.246265,0.25,0.25
0.854167,0.161458,0.21863,0.217421,0.214848,0.214848
0.848958,0.166667,0.224228,0.225425,0.228452,0.228452
0.869792,0.161458,0.197486,0.195069,0.193212,0.193212
0.864583,0.166667,0.201652,0.204044,0.206354,0.206354
0.885417,0.161458,0.175866,0.172249,0.17111,0.17111
0.880208,0.166667,0.17859,0.182171,0.183758,0.183758
0.901042,0.161458,0.153822,0.149014,0.148596,0.148596
0.895833,0.166667,0.155098,0.15986,0.16072,0.16072
0.916667,0.161458,0.131409,0.12542,0.125725,0.125725
0.911458,0.166667,0.131234,0.137164,0.137294,0.137294
0.932292,0.161458,0.108679,0.101526,0.10255,0.10255
0.927083,0.166667,0.107053,0.114138,0.113538,0.113538
0.947917,0.161458,0.0856882,0.0773867,0.0791287,0.0791287
0.942708,0.166667,0.0826151,0.0908386,0.0895084,0.0895084
0.963542,0.161458,0.0624912,0.0530622,0.0555164,0.0555164
0.958333,0.166667,0.0579786,0.0673205,0.0652631,0.0652631
0.979167,0.161458,0.0391441,0.0286105,0.0317704,0.0317704
0.973958,0.166667,0.033203,0.0436409,0.0408605,0.0408605
0.994792,0.161458,0.0157032,0.00409065,0.00794793,0.00794793
0.989583,0.166667,0.00834786,0.0198569,0.0163595,0.0163595
0.0104167,0.177083,0.00870563,0.0221688,0.0172779,0.0172779
0.00520833,0.182292,0.0181442,0.00431994,0.00886628,0.00886628
0.0260417,0.177083,0.0342487,0.0487164,0.0431543,0.0431543
0.0208333,0.182292,0.0450205,0.0302329,0.0354414,0.0354414
0.0416667,0.177083,0.0597097,0.075146,0.0689267,0.0689267
0.0364583,0.182292,0.0717889,0.0560724,0.0619311,0.0619311
0.0572917,0.177083,0.0850274,0.101394,0.094533,0.094533
0.0520833,0.182292,0.0983848,0.081776,0.0882717,0.0882717
0.0729167,0.177083,0.110141,0.127397,0.119912,0.119912
0.0677083,0.182292,0.124744,0.107282,0.1144,0.1144
0.0885417,0.177083,0.134989,0.153092,0.145001,0.145001
0.0833333,0.182292,0.150804,0.132529,0.140252,0.140252
0.104167,0.177083,0.159513,0.178418,0.169742,0.169742
0.0989583,0.182292,0.1765,0.157456,0.165766,0.165766
0.119792,0.177083,0.183653,0.203314,0.194073,0.194073
0.114583,0.182292,0.201772,0.182003,0.190881,0.190881
0.135417,0.177083,0.207351,0.227719,0.217937,0.217937
0.130208,0.182292,0.226559,0.206111,0.215537,0.215537
0.151042,0.177083,0.230549,0.251576,0.241276,0.241276
0.145833,0.182292,0.250799,0.229722,0.239673,0.239673
0.166667,0.177083,0.253193,0.274826,0.264034,0.264034
0.161458,0.182292,0.274437,0.252779,0.263231,0.263231
0.182292,0.177083,0.275227,0.297413,0.286156,0.286156
0.177083,0.182292,0.297413,0.275227,0.286156,0.286156
0.197917,0.177083,0.296599,0.319283,0.307588,0.307588
0.192708,0.182292,0.319673,0.297011,0.308391,0.308391
0.213542,0.177083,0.317256,0.340384,0.328279,0.328279
0.208333,0.182292,0.341164,0.31808,0.329883,0.329883
0.229167,0.177083,0.337149,0.360665,0.348179,0.348179
0.223958,0.182292,0.361833,0.338381,0.35058,0.35058
0.244792,0.177083,0.35623,0.380076,0.367241,0.367241
0.239583,0.182292,0.38163,0.357868,0.370433,0.370433
0.260417,0.177083,0.374454,0.398571,0.385418,0.385418
0.255208,0.182292,0.400509,0.376491,0.389393,0.389393
0.276042,0.177083,0.391775,0.416106,0.402666,0.402666
0.270833,0.182292,0.418423,0.394208,0.407416,0.407416
0.291667,0.177083,0.408154,0.432638,0.418944,0.418944
0.286458,0.182292,0.435329,0.410974,0.424456,0.424456
0.307292,0.177083,0.423549,0.448128,0.434213,0.434213
0.302083,0.182292,0.451187,0.42675,0.440475,0.440475
0.322917,0.177083,0.437924,0.462538,0.448436,0.448436
0.317708,0.182292,0.465958,0.441498,0.455432,0.455432
0.338542,0.177083,0.451244,0.475833,0.461579,0.461579
0.333333,0.182292,0.479607,0.455182,0.469292,0.469292
0.354167,0.177083,0.463478,0.487982,0.47361,0.47361
0.348958,0.182292,0.492101,0.467769,0.482021,0.482021
0.369792,0.177083,0.474595,0.498955,0.484499,0.484499
0.364583,0.182292,0.50341,0.479229,0.493589,0.493589
0.385417,0.177083,0.484569,0.508726,0.494222,0.494222
0.380208,0.182292,0.513506,0.489535,0.503969,0.503969
0.401042,0.177083,0.493376,0.517272,0.502754,0.502754
0.395833,0.182292,0.522366,0.498661,0.513133,0.513133
0.416667,0.177083,0.500995,0.524571,0.510074,0.510074
0.411458,0.182292,0.529967,0.506585,0.521062,0.521062
0.432292,0.177083,0.507407,0.530606,0.516166,0.516166
0.427083,0.182292,0.536292,0.513289,0.527736,0.527736
0.447917,0.177083,0.512597,0.535363,0.521015,0.521015
0.442708,0.182292,0.541325,0.518757,0.533138,0.533138
0.463542,0.177083,0.516552,0.53883,0.524608,0.524608
0.458333,0.182292,0.545054,0.522974,0.537256,0.537256
0.479167,0.177083,0.519263,0.540999,0.526937,0.526937
0.473958,0.182292,0.54747,0.525932,0.540079,0.540079
0.494792,0.177083,0.520723,0.541864,0.527997,0.527997
0.489583,0.182292,0.548568,0.527622,0.541601,0.541601
0.510417,0.177083,0.52093,0.541425,0.527785,0.527785
0.505208,0.182292,0.548344,0.528042,0.541819,0.541819
0.526042,0.177083,0.519881,0.539681,0.526302,0.526302
0.520833,0.182292,0.5468,0.527189,0.540731,0.540731
0.541667,0.177083,0.51758,0.536636,0.52355,0.52355
0.536458,0.182292,0.543939,0.525066,0.538341,0.538341
0.557292,0.177083,0.514033,0.532299,0.519537,0.519537
0.552083,0.182292,0.539767,0.521679,0.534654,0.534654
0.572917,0.177083,0.509247,0.52668,0.514273,0.514273
0.567708,0.182292,0.534296,0.517035,0.529678,0.529678
0.588542,0.177083,0.503235,0.519792,0.50777,0.50777
0.583333,0.182292,0.527537,0.511145,0.523427,0.523427
0.604167,0.177083,0.496011,0.511652,0.500043,0.500043
0.598958,0.182292,0.519508,0.504024,0.515915,0.515915
0.619792,0.177083,0.487592,0.502279,0.491112,0.491112
0.614583,0.182292,0.510228,0.495688,0.50716,0.50716
0.635417,0.177083,0.477998,0.491697,0.480998,0.480998
0.630208,0.182292,0.499719,0.486159,0.497183,0.497183
0.651042,0.177083,0.467254,0.47993,0.469725,0.469725
0.645833,0.182292,0.488006,0.475459,0.486008,0.486008
0.666667,0.177083,0.455384,0.467007,0.45732,0.45732
0.661458,0.182292,0.475118,0.463613,0.473662,0.473662
0.682292,0.177083,0.442417,0.45296,0.443814,0.443814
0.677083,0.182292,0.461085,0.450651,0.460176,0.460176
0.697917,0.177083,0.428385,0.437821,0.429238,0.429238
0.692708,0.182292,0.445942,0.436603,0.44558,0.44558
0.713542,0.177083,0.413321,0.421628,0.413629,0.413629
0.708333,0.182292,0.429725,0.421504,0.429911,0.429911
0.729167,0.177083,0.397261,0.404419,0.397022,0.397022
0.723958,0.182292,0.412473,0.405389,0.413207,0.413207
0.744792,0.177083,0.380245,0.386236,0.37946,0.37946
0.739583,0.182292,0.394228,0.388298,0.395507,0.395507
0.760417,0.177083,0.362313,0.367123,0.360983,0.360983
0.755208,0.182292,0.375033,0.370272,0.376855,0.376855
0.776042,0.177083,0.343508,0.347126,0.341637,0.341637
0.770833,0.182292,0.354935,0.351355,0.357294,0.357294
0.791667,0.177083,0.323877,0.326293,0.321467,0.321467
0.786458,0.182292,0.333982,0.331591,0.336873,0.336873
0.807292,0.177083,0.303465,0.304675,0.300523,0.300523
0.802083,0.182292,0.312226,0.311028,0.31564,0.31564
0.822917,0.177083,0.282323,0.282323,0.278856,0.278856
0.817708,0.182292,0.289717,0.289717,0.293646,0.293646
0.838542,0.177083,0.2605,0.259291,0.256516,0.256516
0.833333,0.182292,0.266511,0.267708,0.270946,0.270946
0.854167,0.177083,0.238051,0.235634,0.233558,0.233558
0.848958,0.182292,0.242663,0.245055,0.247592,0.247592
0.869792,0.177083,0.215029,0.211411,0.210038,0.210038
0.864583,0.182292,0.218231,0.221811,0.223642,0.223642
0.885417,0.177083,0.191488,0.186679,0.186012,0.186012
0.880208,0.182292,0.193274,0.198034,0.199154,0.199154
0.901042,0.177083,0.167487,0.161498,0.161538,0.161538
0.895833,0.182292,0.167851,0.173781,0.174185,0.174185
0.916667,0.177083,0.143083,0.135928,0.136674,0.136674
0.911458,0.182292,0.142025,0.149109,0.148797,0.148797
0.932292,0.177083,0.118335,0.110031,0.111481,0.111481
0.927083,0.182292,0.115857,0.124078,0.123051,0.123051
0.947917,0.177083,0.0933021,0.0838703,0.0860199,0.0860199
0.942708,0.182292,0.0894098,0.0987494,0.0970077,0.0970077
0.963542,0.177083,0.0680449,0.0575079,0.0603513,0.0603513
0.958333,0.182292,0.0627482,0.0731833,0.070731,0.070731
0.979167,0.177083,0.0426243,0.0310076,0.0345373,0.0345373
0.973958,0.182292,0.035936,0.0474416,0.044284,0.044284
0.994792,0.177083,0.0171015,0.00443335,0.0086401,0.0086401
0.989583,0.182292,0.0090378,0.0215863,0.0177302,0.0177302
0.0104167,0.192708,0.00939125,0.0238274,0.0186204,0.0186204
0.00520833,0.197917,0.0194744,0.00465561,0.00953034,0.00953034
0.0260417,0.192708,0.0369563,0.0523618,0.0465075,0.0465075
0.0208333,0.197917,0.0483274,0.0325804,0.0380959,0.0380959
0.0416667,0.192708,0.0644329,0.0807693,0.0742825,0.0742825
0.0364583,0.197917,0.0770646,0.060426,0.0665696,0.0665696
0.0572917,0.192708,0.0917548,0.108982,0.101879,0.101879
0.0520833,0.197917,0.105617,0.0881253,0.094883,0.094883
0.0729167,0.192708,0.118856,0.136931,0.129229,0.129229
0.0677083,0.197917,0.133915,0.115612,0.122968,0.122968
0.0885417,0.192708,0.145672,0.164549,0.156268,0.156268
0.0833333,0.197917,0.161891,0.142819,0.150756,0.150756
0.104167,0.192708,0.172137,0.191771,0.182931,0.182931
0.0989583,0.197917,0.189478,0.169681,0.178182,0.178182
0.119792,0.192708,0.198188,0.21853,0.209153,0.209153
0.114583,0.197917,0.216608,0.196135,0.205178,0.205178
0.135417,0.192708,0.223761,0.244763,0.234872,0.234872
0.130208,0.197917,0.243218,0.222115,0.23168,0.23168
0.151042,0.192708,0.248797,0.270405,0.260024,0.260024
0.145833,0.197917,0.269241,0.24756,0.257623,0.257623
0.166667,0.192708,0.273233,0.295395,0.28455,0.28455
0.161458,0.197917,0.294617,0.272407,0.282946,0.282946
0.182292,0.192708,0.297011,0.319673,0.308391,0.308391
0.177083,0.197917,0.319283,0.296599,0.307588,0.307588
0.197917,0.192708,0.320075,0.343181,0.331488,0.331488
0.192708,0.197917,0.343181,0.320075,0.331488,0.331488
0.213542,0.192708,0.342367,0.365861,0.353787,0.353787
0.208333,0.197917,0.366252,0.342779,0.35459,0.35459
0.229167,0.192708,0.363835,0.38766,0.375234,0.375234
0.223958,0.197917,0.388441,0.364658,0.376838,0.376838
0.244792,0.192708,0.384427,0.408525,0.395777,0.395777
0.239583,0.197917,0.409695,0.385658,0.398177,0.398177
0.260417,0.192708,0.404093,0.428405,0.415366,0.415366
0.255208,0.197917,0.429962,0.405728,0.418558,0.418558
0.276042,0.192708,0.422787,0.447253,0.433954,0.433954
0.270833,0.197917,0.449194,0.42482,0.43793,0.43793
0.291667,0.192708,0.440461,0.465023,0.451498,0.451498
0.286458,0.197917,0.467344,0.442889,0.456247,0.456247
0.307292,0.192708,0.457075,0.481673,0.467953,0.467953
0.302083,0.197917,0.484368,0.459891,0.473465,0.473465
0.322917,0.192708,0.472589,0.497162,0.483281,0.483281
0.317708,0.197917,0.500226,0.475785,0.489542,0.489542
0.338542,0.192708,0.486963,0.511453,0.497445,0.497445
0.333333,0.197917,0.514879,0.490532,0.50444,0.50444
0.354167,0.192708,0.500166,0.524512,0.51041,0.51041
0.348958,0.197917,0.528292,0.504097,0.518123,0.518123
0.369792,0.192708,0.512163,0.536307,0.522146,0.522146
0.364583,0.197917,0.540433,0.516447,0.530558,0.530558
0.385417,0.192708,0.522927,0.54681,0.532624,0.532624
0.380208,0.197917,0.551272,0.527554,0.541714,0.541714
0.401042,0.192708,0.532431,0.555995,0.541819,0.541819
0.395833,0.197917,0.560783,0.537389,0.551566,0.551566
0.416667,0.192708,0.540653,0.563841,0.549709,0.549709
0.411458,0.197917,0.568943,0.545929,0.560088,0.560088
0.432292,0.192708,0.547573,0.570329,0.556274,0.556274
0.427083,0.197917,0.575733,0.553154,0.567262,0.567262
0.447917,0.192708,0.553174,0.575442,0.561499,0.561499
0.442708,0.197917,0.581137,0.559047,0.573068,0.573068
0.463542,0.192708,0.557442,0.579169,0.565371,0.565371
0.458333,0.197917,0.585141,0.563593,0.577495,0.577495
0.479167,0.192708,0.560368,0.581501,0.567882,0.567882
0.473958,0.197917,0.587735,0.56678,0.580529,0.580529
0.494792,0.192708,0.561944,0.582432,0.569024,0.569024
0.489583,0.197917,0.588914,0.568603,0.582166,0.582166
0.510417,0.192708,0.562167,0.58196,0.568795,0.568795
0.505208,0.197917,0.588674,0.569055,0.5824,0.5824
0.526042,0.192708,0.561036,0.580086,0.567197,0.567197
0.520833,0.197917,0.587016,0.568137,0.581231,0.581231
0.541667,0.192708,0.558553,0.576814,0.564231,0.564231
0.536458,0.197917,0.583944,0.56585,0.578661,0.578661
0.557292,0.192708,0.554725,0.572153,0.559907,0.559907
0.552083,0.197917,0.579466,0.5622,0.574698,0.574698
0.572917,0.192708,0.54956,0.566113,0.554234,0.554234
0.567708,0.197917,0.573593,0.557195,0.56935,0.56935
0.588542,0.192708,0.543073,0.55871,0.547225,0.547225
0.583333,0.197917,0.566337,0.550848,0.56263,0.56263
0.604167,0.192708,0.535277,0.549961,0.538898,0.538898
0.598958,0.197917,0.557718,0.543175,0.554555,0.554555
0.619792,0.192708,0.526191,0.539887,0.529273,0.529273
0.614583,0.197917,0.547755,0.534193,0.545144,0.545144
0.635417,0.192708,0.515839,0.528513,0.518373,0.518373
0.630208,0.197917,0.536473,0.523924,0.53442,0.53442
0.651042,0.192708,0.504244,0.515865,0.506224,0.506224
0.645833,0.197917,0.523899,0.512392,0.522408,0.522408
0.666667,0.192708,0.491434,0.501975,0.492855,0.492855
0.661458,0.197917,0.510063,0.499627,0.509138,0.509138
0.682292,0.192708,0.477441,0.486876,0.478299,0.478299
0.677083,0.197917,0.494999,0.485658,0.494641,0.494641
0.697917,0.192708,0.462298,0.470604,0.462591,0.462591
0.692708,0.197917,0.478742,0.47052,0.478953,0.478953
0.713542,0.192708,0.446042,0.453199,0.445769,0.445769
0.708333,0.197917,0.461333,0.454248,0.462111,0.462111
0.729167,0.192708,0.428711,0.434702,0.427872,0.427872
0.723958,0.197917,0.442812,0.436882,0.444155,0.444155
0.744792,0.192708,0.410348,0.415158,0.408945,0.408945
0.739583,0.197917,0.423225,0.418464,0.42513,0.42513
0.760417,0.192708,0.390997,0.394614,0.389032,0.389032
0.755208,0.197917,0.402619,0.399038,0.40508,0.40508
0.776042,0.192708,0.370704,0.37312,0.368183,0.368183
0.770833,0.197917,0.381043,0.378651,0.384054,0.384054
0.791667,0.192708,0.349518,0.350728,0.346446,0.346446
0.786458,0.197917,0.358549,0.357352,0.362103,0.362103
0.807292,0.192708,0.327491,0.327491,0.323875,0.323875
0.802083,0.197917,0.335192,0.335192,0.33928,0.33928
0.822917,0.192708,0.304675,0.303465,0.300523,0.300523
0.817708,0.197917,0.311028,0.312226,0.31564,0.31564
0.838542,0.192708,0.281125,0.278708,0.276448,0.276448
0.833333,0.197917,0.286115,0.288507,0.291239,0.291239
0.854167,0.192708,0.256899,0.253281,0.251707,0.251707
0.848958,0.197917,0.260514,0.264094,0.266136,0.266136
0.869792,0.192708,0.232054,0.227244,0.226359,0.226359
0.864583,0.197917,0.234285,0.239045,0.240393,0.240393
0.885417,0.192708,0.20665,0.20066,0.200466,0.200466
0.880208,0.197917,0.207492,0.213421,0.21407,0.21407
0.901042,0.192708,0.18075,0.173593,0.174089,0.174089
0.895833,0.197917,0.1802,0.187283,0.187231,0.187231
0.916667,0.192708,0.154414,0.146108,0.147294,0.147294
0.911458,0.197917,0.152474,0.160694,0.159942,0.159942
0.932292,0.192708,0.127706,0.118272,0.120144,0.120144
0.927083,0.197917,0.124381,0.133719,0.132267,0.132267
0.947917,0.192708,0.100692,0.090152,0.0927038,0.0927038
0.942708,0.197917,0.0959896,0.106422,0.104273,0.104273
0.963542,0.192708,0.0734352,0.0618151,0.0650407,0.0650407
0.958333,0.197917,0.0673671,0.07887,0.0760286,0.0760286
0.979167,0.192708,0.0460023,0.03333,0.0372209,0.0372209
0.973958,0.197917,0.0385829,0.0511281,0.0476007,0.0476007
0.994792,0.192708,0.0184591,0.00476536,0.00931146,0.00931146
0.989583,0.197917,0.00970644,0.0232638,0.0190581,0.0190581
0.0104167,0.208333,0.0100538,0.0254287,0.0199181,0.0199181
0.00520833,0.213542,0.0207573,0.00498007,0.0101714,0.0101714
0.0260417,0.208333,0.0395744,0.0558811,0.0497486,0.0497486
0.0208333,0.213542,0.0515175,0.0348494,0.0406585,0.0406585
0.0416667,0.208333,0.0690004,0.0861981,0.0794593,0.0794593
0.0364583,0.213542,0.0821542,0.064634,0.0710477,0.0710477
0.0572917,0.208333,0.0982606,0.116307,0.108979,0.108979
0.0520833,0.213542,0.112594,0.0942623,0.101266,0.101266
0.0729167,0.208333,0.127285,0.146135,0.138235,0.138235
0.0677083,0.213542,0.142762,0.123663,0.13124,0.13124
0.0885417,0.208333,0.156003,0.17561,0.167159,0.167159
0.0833333,0.213542,0.172588,0.152765,0.160898,0.160898
0.104167,0.208333,0.184345,0.204662,0.19568,0.19568
0.0989583,0.213542,0.201998,0.181498,0.190168,0.190168
0.119792,0.208333,0.212245,0.23322,0.22373,0.22373
0.114583,0.213542,0.230922,0.209794,0.21898,0.21898
0.135417,0.208333,0.239633,0.261216,0.25124,0.25124
0.130208,0.213542,0.25929,0.237584,0.247265,0.247265
0.151042,0.208333,0.266444,0.288582,0.278145,0.278145
0.145833,0.213542,0.287034,0.264801,0.274953,0.274953
0.166667,0.208333,0.292614,0.315253,0.304381,0.304381
0.161458,0.213542,0.314087,0.29138,0.30198,0.30198
0.182292,0.208333,0.31808,0.341164,0.329883,0.329883
0.177083,0.213542,0.340384,0.317256,0.328279,0.328279
0.197917,0.208333,0.342779,0.366252,0.35459,0.35459
0.192708,0.213542,0.365861,0.342367,0.353787,0.353787
0.213542,0.208333,0.366654,0.390458,0.378443,0.378443
0.208333,0.213542,0.390458,0.366654,0.378443,0.378443
0.229167,0.208333,0.389645,0.413723,0.401384,0.401384
0.223958,0.213542,0.414114,0.390056,0.402187,0.402187
0.244792,0.208333,0.411698,0.43599,0.423359,0.423359
0.239583,0.213542,0.436773,0.412519,0.424962,0.424962
0.260417,0.208333,0.432759,0.457207,0.444313,0.444313
0.255208,0.213542,0.45838,0.433988,0.446714,0.446714
0.276042,0.208333,0.452779,0.477323,0.464197,0.464197
0.270833,0.213542,0.478883,0.45441,0.467389,0.467389
0.291667,0.208333,0.471708,0.496288,0.482963,0.482963
0.286458,0.213542,0.498233,0.473738,0.486938,0.486938
0.307292,0.208333,0.4895,0.514058,0.500565,0.500565
0.302083,0.213542,0.516382,0.491924,0.505315,0.505315
0.322917,0.208333,0.506114,0.530588,0.516962,0.516962
0.317708,0.213542,0.533289,0.508925,0.522474,0.522474
0.338542,0.208333,0.521509,0.545841,0.532112,0.532112
0.333333,0.213542,0.54891,0.5247,0.538374,0.538374
0.354167,0.208333,0.535648,0.559778,0.545982,0.545982
0.348958,0.213542,0.56321,0.539211,0.552977,0.552977
0.369792,0.208333,0.548497,0.572367,0.558535,0.558535
0.364583,0.213542,0.576153,0.552422,0.566248,0.566248
0.385417,0.208333,0.560025,0.583576,0.569743,0.569743
0.380208,0.213542,0.587709,0.564302,0.578155,0.578155
0.401042,0.208333,0.570204,0.59338,0.579579,0.579579
0.395833,0.213542,0.597849,0.574823,0.588669,0.588669
0.416667,0.208333,0.579009,0.601754,0.588018,0.588018
0.411458,0.213542,0.606549,0.583959,0.597765,0.597765
0.432292,0.208333,0.58642,0.608678,0.595041,0.595041
0.427083,0.213542,0.613788,0.591688,0.605421,0.605421
0.447917,0.208333,0.592418,0.614136,0.60063,0.60063
0.442708,0.213542,0.619549,0.597991,0.611618,0.611618
0.463542,0.208333,0.59699,0.618114,0.604773,0.604773
0.458333,0.213542,0.623818,0.602854,0.616342,0.616342
0.479167,0.208333,0.600124,0.620603,0.607458,0.607458
0.473958,0.213542,0.626584,0.606264,0.619581,0.619581
0.494792,0.208333,0.601812,0.621597,0.60868,0.60868
0.489583,0.213542,0.62784,0.608214,0.621328,0.621328
0.510417,0.208333,0.60205,0.621093,0.608435,0.608435
0.505208,0.213542,0.627585,0.608699,0.621577,0.621577
0.526042,0.208333,0.600839,0.619094,0.606725,0.606725
0.520833,0.213542,0.625818,0.607717,0.62033,0.62033
0.541667,0.208333,0.59818,0.615603,0.603553,0.603553
0.536458,0.213542,0.622543,0.605271,0.617587,0.617587
0.557292,0.208333,0.59408,0.610628,0.598928,0.598928
0.552083,0.213542,0.61777,0.601367,0.613357,0.613357
0.572917,0.208333,0.58855,0.604183,0.592859,0.592859
0.567708,0.213542,0.611508,0.596014,0.60765,0.60765
0.588542,0.208333,0.581602,0.596283,0.585362,0.585362
0.583333,0.213542,0.603773,0.589226,0.600478,0.600478
0.604167,0.208333,0.573253,0.586946,0.576455,0.576455
0.598958,0.213542,0.594584,0.581018,0.59186,0.59186
0.619792,0.208333,0.563524,0.576195,0.566159,0.566159
0.614583,0.213542,0.583963,0.57141,0.581816,0.581816
0.635417,0.208333,0.552437,0.564056,0.554499,0.554499
0.630208,0.213542,0.571936,0.560426,0.57037,0.57037
0.651042,0.208333,0.540019,0.550558,0.541503,0.541503
0.645833,0.213542,0.558531,0.548092,0.55755,0.55755
0.666667,0.208333,0.526301,0.535735,0.527203,0.527203
0.661458,0.213542,0.54378,0.534438,0.543388,0.543388
0.682292,0.208333,0.511316,0.51962,0.511633,0.511633
0.677083,0.213542,0.52772,0.519496,0.527916,0.527916
0.697917,0.208333,0.495098,0.502255,0.49483,0.49483
0.692708,0.213542,0.510389,0.503304,0.511172,0.511172
0.713542,0.208333,0.477689,0.483679,0.476835,0.476835
0.708333,0.213542,0.491829,0.485898,0.493196,0.493196
0.729167,0.208333,0.459129,0.463939,0.457691,0.457691
0.723958,0.213542,0.472084,0.467323,0.474033,0.474033
0.744792,0.208333,0.439463,0.443081,0.437445,0.437445
0.739583,0.213542,0.451203,0.447622,0.453728,0.453728
0.760417,0.208333,0.418739,0.421156,0.416145,0.416145
0.755208,0.213542,0.429235,0.426842,0.432329,0.432329
0.776042,0.208333,0.397006,0.398216,0.393842,0.393842
0.770833,0.213542,0.406233,0.405035,0.409889,0.409889
0.791667,0.208333,0.374318,0.374318,0.37059,0.37059
0.786458,0.213542,0.382252,0.382252,0.386462,0.386462
0.807292,0.208333,0.350728,0.349518,0.346446,0.346446
0.802083,0.213542,0.357352,0.358549,0.362103,0.362103
0.822917,0.208333,0.326293,0.323877,0.321467,0.321467
0.817708,0.213542,0.331591,0.333982,0.336873,0.336873
0.838542,0.208333,0.301073,0.297455,0.295714,0.295714
0.833333,0.213542,0.305031,0.308612,0.31083,0.31083
0.854167,0.208333,0.275128,0.270318,0.269248,0.269248
0.848958,0.213542,0.277737,0.282498,0.284039,0.284039
0.869792,0.208333,0.248521,0.24253,0.242134,0.242134
0.864583,0.213542,0.249775,0.255703,0.256564,0.256564
0.885417,0.208333,0.221315,0.214158,0.214436,0.214436
0.880208,0.213542,0.221211,0.228294,0.22847,0.22847
0.901042,0.208333,0.193577,0.18527,0.186222,0.186222
0.895833,0.213542,0.192115,0.200335,0.199826,0.199826
0.916667,0.208333,0.165372,0.155937,0.157559,0.157559
0.911458,0.213542,0.162556,0.171893,0.170701,0.170701
0.932292,0.208333,0.13677,0.126228,0.128517,0.128517
0.927083,0.213542,0.132607,0.143038,0.141164,0.141164
0.947917,0.208333,0.107839,0.0962166,0.0991645,0.0991645
0.942708,0.213542,0.102339,0.113839,0.111288,0.111288
0.963542,0.208333,0.0786491,0.0659735,0.0695735,0.0695735
0.958333,0.213542,0.0718241,0.0843667,0.081143,0.081143
0.979167,0.208333,0.04927,0.0355722,0.0398149,0.0398149
0.973958,0.213542,0.0411374,0.0546915,0.0508028,0.0508028
0.994792,0.208333,0.0197727,0.0050859,0.00996039,0.00996039
0.989583,0.213542,0.0103521,0.0248852,0.0203402,0.0203402
0.0104167,0.223958,0.0106916,0.0269688,0.0211678,0.0211678
0.00520833,0.229167,0.0219897,0.00529253,0.010788,0.010788
0.0260417,0.223958,0.0420968,0.0592658,0.05287,0.05287
0.0208333,0.229167,0.054583,0.0370344,0.0431233,0.0431233
0.0416667,0.223958,0.0734012,0.0914194,0.0844447,0.0844447
0.0364583,0.229167,0.0870454,0.0686865,0.0753546,0.0753546
0.0572917,0.223958,0.104529,0.123352,0.115816,0.115816
0.0520833,0.229167,0.119299,0.100172,0.107404,0.107404
0.0729167,0.223958,0.135406,0.154987,0.146908,0.146908
0.0677083,0.229167,0.151265,0.131416,0.139196,0.139196
0.0885417,0.223958,0.165958,0.186248,0.177647,0.177647
0.0833333,0.229167,0.182868,0.162343,0.170651,0.170651
0.104167,0.223958,0.19611,0.21706,0.207957,0.207957
0.0989583,0.229167,0.214031,0.192878,0.201696,0.201696
0.119792,0.223958,0.22579,0.247349,0.237767,0.237767
0.114583,0.229167,0.244679,0.222948,0.232255,0.232255
0.135417,0.223958,0.254927,0.277041,0.267003,0.267003
0.130208,0.229167,0.274738,0.252481,0.262254,0.262254
0.151042,0.223958,0.28345,0.306065,0.295597,0.295597
0.145833,0.229167,0.304135,0.281405,0.291621,0.291621
0.166667,0.223958,0.31129,0.334352,0.323478,0.323478
0.161458,0.229167,0.332801,0.30965,0.320286,0.320286
