t,y1,y2,y3,y4
3.2095000000e-03,1.7600000000e-03,4.4568400781e-15,3.0982368880e-16,4.1470163893e-15
3.2100000000e-03,1.7600000000e-03,4.4575343981e-15,3.0986197975e-16,4.1476724184e-15
3.2105000000e-03,1.7600000000e-03,4.4582287181e-15,3.0990027070e-16,4.1483284474e-15
3.2110000000e-03,1.7600000000e-03,4.4589230381e-15,3.0993856166e-16,4.1489844765e-15
3.2115000000e-03,1.7600000000e-03,4.4596173581e-15,3.0997685261e-16,4.1496405055e-15
3.2120000000e-03,1.7600000000e-03,4.4603116781e-15,3.1001514356e-16,4.1502965346e-15
3.2125000000e-03,1.7600000000e-03,4.4610059981e-15,3.1005343451e-16,4.1509525636e-15
3.2130000000e-03,1.7600000000e-03,4.4617003181e-15,3.1009172546e-16,4.1516085927e-15
3.2135000000e-03,1.7600000000e-03,4.4623946381e-15,3.1013001641e-16,4.1522646217e-15
3.2140000000e-03,1.7600000000e-03,4.4630889581e-15,3.1016830737e-16,4.1529206508e-15
3.2145000000e-03,1.7600000000e-03,4.4637832781e-15,3.1020659832e-16,4.1535766798e-15
3.2150000000e-03,1.7600000000e-03,4.4644775981e-15,3.1024488927e-16,4.1542327089e-15
3.2155000000e-03,1.7600000000e-03,4.4651719181e-15,3.1028318022e-16,4.1548887379e-15
3.2160000000e-03,1.7600000000e-03,4.4658662381e-15,3.1032147117e-16,4.1555447670e-15
3.2165000000e-03,1.7600000000e-03,4.4665605581e-15,3.1035976212e-16,4.1562007960e-15
3.2170000000e-03,1.7600000000e-03,4.4672548781e-15,3.1039805308e-16,4.1568568251e-15
3.2175000000e-03,1.7600000000e-03,4.4679491981e-15,3.1043634403e-16,4.1575128541e-15
3.2180000000e-03,1.7600000000e-03,4.4686435181e-15,3.1047463498e-16,4.1581688831e-15
3.2185000000e-03,1.7600000000e-03,4.4693378381e-15,3.1051292593e-16,4.1588249122e-15
3.2190000000e-03,1.7600000000e-03,4.4700321581e-15,3.1055121688e-16,4.1594809412e-15
3.2195000000e-03,1.7600000000e-03,4.4707264781e-15,3.1058950783e-16,4.1601369703e-15
3.2200000000e-03,1.7600000000e-03,4.4714207981e-15,3.1062779879e-16,4.1607929993e-15
3.2205000000e-03,1.7600000000e-03,4.4721151181e-15,3.1066608974e-16,4.1614490284e-15
3.2210000000e-03,1.7600000000e-03,4.4728094381e-15,3.1070438069e-16,4.1621050574e-15
3.2215000000e-03,1.7600000000e-03,4.4735037581e-15,3.1074267164e-16,4.1627610865e-15
3.2220000000e-03,1.7600000000e-03,4.4741980781e-15,3.1078096259e-16,4.1634171155e-15
3.2225000000e-03,1.7600000000e-03,4.4748923981e-15,3.1081925354e-16,4.1640731446e-15
3.2230000000e-03,1.7600000000e-03,4.4755867181e-15,3.1085754450e-16,4.1647291736e-15
3.2235000000e-03,1.7600000000e-03,4.4762810381e-15,3.1089583545e-16,4.1653852027e-15
3.2240000000e-03,1.7600000000e-03,4.4769753581e-15,3.1093412640e-16,4.1660412317e-15
3.2245000000e-03,1.7600000000e-03,4.4776696781e-15,3.1097241735e-16,4.1666972608e-15
3.2250000000e-03,1.7600000000e-03,4.4783639981e-15,3.1101070830e-16,4.1673532898e-15
3.2255000000e-03,1.7600000000e-03,4.4790583181e-15,3.1104899925e-16,4.1680093189e-15
3.2260000000e-03,1.7600000000e-03,4.4797526381e-15,3.1108729020e-16,4.1686653479e-15
3.2265000000e-03,1.7600000000e-03,4.4804469581e-15,3.1112558116e-16,4.1693213770e-15
3.2270000000e-03,1.7600000000e-03,4.4811412781e-15,3.1116387211e-16,4.1699774060e-15
3.2275000000e-03,1.7600000000e-03,4.4818355981e-15,3.1120216306e-16,4.1706334351e-15
3.2280000000e-03,1.7600000000e-03,4.4825299181e-15,3.1124045401e-16,4.1712894641e-15
3.2285000000e-03,1.7600000000e-03,4.4832242381e-15,3.1127874496e-16,4.1719454931e-15
3.2290000000e-03,1.7600000000e-03,4.4839185581e-15,3.1131703591e-16,4.1726015222e-15
3.2295000000e-03,1.7600000000e-03,4.4846128781e-15,3.1135532687e-16,4.1732575512e-15
3.2300000000e-03,1.7600000000e-03,4.4853071981e-15,3.1139361782e-16,4.1739135803e-15
3.2305000000e-03,1.7600000000e-03,4.4860015181e-15,3.1143190877e-16,4.1745696093e-15
3.2310000000e-03,1.7600000000e-03,4.4866958381e-15,3.1147019972e-16,4.1752256384e-15
3.2315000000e-03,1.7600000000e-03,4.4873901581e-15,3.1150849067e-16,4.1758816674e-15
3.2320000000e-03,1.7600000000e-03,4.4880844781e-15,3.1154678162e-16,4.1765376965e-15
3.2325000000e-03,1.7600000000e-03,4.4887787981e-15,3.1158507258e-16,4.1771937255e-15
3.2330000000e-03,1.7600000000e-03,4.4894731181e-15,3.1162336353e-16,4.1778497546e-15
3.2335000000e-03,1.7600000000e-03,4.4901674381e-15,3.1166165448e-16,4.1785057836e-15
3.2340000000e-03,1.7600000000e-03,4.4908617581e-15,3.1169994543e-16,4.1791618127e-15
3.2345000000e-03,1.7600000000e-03,4.4915560781e-15,3.1173823638e-16,4.1798178417e-15
3.2350000000e-03,1.7600000000e-03,4.4922503981e-15,3.1177652733e-16,4.1804738708e-15
3.2355000000e-03,1.7600000000e-03,4.4929447181e-15,3.1181481829e-16,4.1811298998e-15
3.2360000000e-03,1.7600000000e-03,4.4936390381e-15,3.1185310924e-16,4.1817859289e-15
3.2365000000e-03,1.7600000000e-03,4.4943333581e-15,3.1189140019e-16,4.1824419579e-15
3.2370000000e-03,1.7600000000e-03,4.4950276781e-15,3.1192969114e-16,4.1830979870e-15
3.2375000000e-03,1.7600000000e-03,4.4957219981e-15,3.1196798209e-16,4.1837540160e-15
3.2380000000e-03,1.7600000000e-03,4.4964163181e-15,3.1200627304e-16,4.1844100451e-15
3.2385000000e-03,1.7600000000e-03,4.4971106381e-15,3.1204456400e-16,4.1850660741e-15
3.2390000000e-03,1.7600000000e-03,4.4978049581e-15,3.1208285495e-16,4.1857221031e-15
3.2395000000e-03,1.7600000000e-03,4.4984992781e-15,3.1212114590e-16,4.1863781322e-15
3.2400000000e-03,1.7600000000e-03,4.4991935981e-15,3.1215943685e-16,4.1870341612e-15
3.2405000000e-03,1.7600000000e-03,4.4998879181e-15,3.1219772780e-16,4.1876901903e-15
3.2410000000e-03,1.7600000000e-03,4.5005822381e-15,3.1223601875e-16,4.1883462193e-15
3.2415000000e-03,1.7600000000e-03,4.5012765581e-15,3.1227430971e-16,4.1890022484e-15
3.2420000000e-03,1.7600000000e-03,4.5019708781e-15,3.1231260066e-16,4.1896582774e-15
3.2425000000e-03,1.7600000000e-03,4.5026651981e-15,3.1235089161e-16,4.1903143065e-15
3.2430000000e-03,1.7600000000e-03,4.5033595181e-15,3.1238918256e-16,4.1909703355e-15
3.2435000000e-03,1.7600000000e-03,4.5040538381e-15,3.1242747351e-16,4.1916263646e-15
3.2440000000e-03,1.7600000000e-03,4.5047481581e-15,3.1246576446e-16,4.1922823936e-15
3.2445000000e-03,1.7600000000e-03,4.5054424781e-15,3.1250405541e-16,4.1929384227e-15
3.2450000000e-03,1.7600000000e-03,4.5061367981e-15,3.1254234637e-16,4.1935944517e-15
3.2455000000e-03,1.7600000000e-03,4.5068311181e-15,3.1258063732e-16,4.1942504808e-15
3.2460000000e-03,1.7600000000e-03,4.5075254381e-15,3.1261892827e-16,4.1949065098e-15
3.2465000000e-03,1.7600000000e-03,4.5082197581e-15,3.1265721922e-16,4.1955625389e-15
3.2470000000e-03,1.7600000000e-03,4.5089140781e-15,3.1269551017e-16,4.1962185679e-15
3.2475000000e-03,1.7600000000e-03,4.5096083981e-15,3.1273380112e-16,4.1968745970e-15
3.2480000000e-03,1.7600000000e-03,4.5103027181e-15,3.1277209208e-16,4.1975306260e-15
3.2485000000e-03,1.7600000000e-03,4.5109970381e-15,3.1281038303e-16,4.1981866551e-15
3.2490000000e-03,1.7600000000e-03,4.5116913581e-15,3.1284867398e-16,4.1988426841e-15
3.2495000000e-03,1.7600000000e-03,4.5123856781e-15,3.1288696493e-16,4.1994987131e-15
3.2500000000e-03,1.7600000000e-03,4.5130799981e-15,3.1292525588e-16,4.2001547422e-15
3.2505000000e-03,1.7600000000e-03,4.5137743181e-15,3.1296354683e-16,4.2008107712e-15
3.2510000000e-03,1.7600000000e-03,4.5144686381e-15,3.1300183779e-16,4.2014668003e-15
3.2515000000e-03,1.7600000000e-03,4.5151629581e-15,3.1304012874e-16,4.2021228293e-15
3.2520000000e-03,1.7600000000e-03,4.5158572781e-15,3.1307841969e-16,4.2027788584e-15
3.2525000000e-03,1.7600000000e-03,4.5165515981e-15,3.1311671064e-16,4.2034348874e-15
3.2530000000e-03,1.7600000000e-03,4.5172459181e-15,3.1315500159e-16,4.2040909165e-15
3.2535000000e-03,1.7600000000e-03,4.5179402381e-15,3.1319329254e-16,4.2047469455e-15
3.2540000000e-03,1.7600000000e-03,4.5186345581e-15,3.1323158350e-16,4.2054029746e-15
3.2545000000e-03,1.7600000000e-03,4.5193288781e-15,3.1326987445e-16,4.2060590036e-15
3.2550000000e-03,1.7600000000e-03,4.5200231981e-15,3.1330816540e-16,4.2067150327e-15
3.2555000000e-03,1.7600000000e-03,4.5207175181e-15,3.1334645635e-16,4.2073710617e-15
3.2560000000e-03,1.7600000000e-03,4.5214118381e-15,3.1338474730e-16,4.2080270908e-15
3.2565000000e-03,1.7600000000e-03,4.5221061581e-15,3.1342303825e-16,4.2086831198e-15
3.2570000000e-03,1.7600000000e-03,4.5228004781e-15,3.1346132921e-16,4.2093391489e-15
3.2575000000e-03,1.7600000000e-03,4.5234947981e-15,3.1349962016e-16,4.2099951779e-15
3.2580000000e-03,1.7600000000e-03,4.5241891181e-15,3.1353791111e-16,4.2106512070e-15
3.2585000000e-03,1.7600000000e-03,4.5248834381e-15,3.1357620206e-16,4.2113072360e-15
3.2590000000e-03,1.7600000000e-03,4.5255777581e-15,3.1361449301e-16,4.2119632651e-15
3.2595000000e-03,1.7600000000e-03,4.5262720781e-15,3.1365278396e-16,4.2126192941e-15
3.2600000000e-03,1.7600000000e-03,4.5269663981e-15,3.1369107492e-16,4.2132753231e-15
3.2605000000e-03,1.7600000000e-03,4.5276607181e-15,3.1372936587e-16,4.2139313522e-15
3.2610000000e-03,1.7600000000e-03,4.5283550381e-15,3.1376765682e-16,4.2145873812e-15
3.2615000000e-03,1.7600000000e-03,4.5290493581e-15,3.1380594777e-16,4.2152434103e-15
3.2620000000e-03,1.7600000000e-03,4.5297436781e-15,3.1384423872e-16,4.2158994393e-15
3.2625000000e-03,1.7600000000e-03,4.5304379981e-15,3.1388252967e-16,4.2165554684e-15
3.2630000000e-03,1.7600000000e-03,4.5311323181e-15,3.1392082062e-16,4.2172114974e-15
3.2635000000e-03,1.7600000000e-03,4.5318266381e-15,3.1395911158e-16,4.2178675265e-15
3.2640000000e-03,1.7600000000e-03,4.5325209581e-15,3.1399740253e-16,4.2185235555e-15
3.2645000000e-03,1.7600000000e-03,4.5332152781e-15,3.1403569348e-16,4.2191795846e-15
3.2650000000e-03,1.7600000000e-03,4.5339095981e-15,3.1407398443e-16,4.2198356136e-15
3.2655000000e-03,1.7600000000e-03,4.5346039181e-15,3.1411227538e-16,4.2204916427e-15
3.2660000000e-03,1.7600000000e-03,4.5352982381e-15,3.1415056633e-16,4.2211476717e-15
3.2665000000e-03,1.7600000000e-03,4.5359925581e-15,3.1418885729e-16,4.2218037008e-15
3.2670000000e-03,1.7600000000e-03,4.5366868780e-15,3.1422714824e-16,4.2224597298e-15
3.2675000000e-03,1.7600000000e-03,4.5373811980e-15,3.1426543919e-16,4.2231157589e-15
3.2680000000e-03,1.7600000000e-03,4.5380755180e-15,3.1430373014e-16,4.2237717879e-15
3.2685000000e-03,1.7600000000e-03,4.5387698380e-15,3.1434202109e-16,4.2244278170e-15
3.2690000000e-03,1.7600000000e-03,4.5394641580e-15,3.1438031204e-16,4.2250838460e-15
3.2695000000e-03,1.7600000000e-03,4.5401584780e-15,3.1441860300e-16,4.2257398751e-15
3.2700000000e-03,1.7600000000e-03,4.5408527980e-15,3.1445689395e-16,4.2263959041e-15
3.2705000000e-03,1.7600000000e-03,4.5415471180e-15,3.1449518490e-16,4.2270519331e-15
3.2710000000e-03,1.7600000000e-03,4.5422414380e-15,3.1453347585e-16,4.2277079622e-15
3.2715000000e-03,1.7600000000e-03,4.5429357580e-15,3.1457176680e-16,4.2283639912e-15
3.2720000000e-03,1.7600000000e-03,4.5436300780e-15,3.1461005775e-16,4.2290200203e-15
3.2725000000e-03,1.7600000000e-03,4.5443243980e-15,3.1464834871e-16,4.2296760493e-15
3.2730000000e-03,1.7600000000e-03,4.5450187180e-15,3.1468663966e-16,4.2303320784e-15
3.2735000000e-03,1.7600000000e-03,4.5457130380e-15,3.1472493061e-16,4.2309881074e-15
3.2740000000e-03,1.7600000000e-03,4.5464073580e-15,3.1476322156e-16,4.2316441365e-15
3.2745000000e-03,1.7600000000e-03,4.5471016780e-15,3.1480151251e-16,4.2323001655e-15
3.2750000000e-03,1.7600000000e-03,4.5477959980e-15,3.1483980346e-16,4.2329561946e-15
3.2755000000e-03,1.7600000000e-03,4.5484903180e-15,3.1487809442e-16,4.2336122236e-15
3.2760000000e-03,1.7600000000e-03,4.5491846380e-15,3.1491638537e-16,4.2342682527e-15
3.2765000000e-03,1.7600000000e-03,4.5498789580e-15,3.1495467632e-16,4.2349242817e-15
3.2770000000e-03,1.7600000000e-03,4.5505732780e-15,3.1499296727e-16,4.2355803108e-15
3.2775000000e-03,1.7600000000e-03,4.5512675980e-15,3.1503125822e-16,4.2362363398e-15
3.2780000000e-03,1.7600000000e-03,4.5519619180e-15,3.1506954917e-16,4.2368923689e-15
3.2785000000e-03,1.7600000000e-03,4.5526562380e-15,3.1510784012e-16,4.2375483979e-15
3.2790000000e-03,1.7600000000e-03,4.5533505580e-15,3.1514613108e-16,4.2382044270e-15
3.2795000000e-03,1.7600000000e-03,4.5540448780e-15,3.1518442203e-16,4.2388604560e-15
3.2800000000e-03,1.7600000000e-03,4.5547391980e-15,3.1522271298e-16,4.2395164850e-15
3.2805000000e-03,1.7600000000e-03,4.5554335180e-15,3.1526100393e-16,4.2401725141e-15
3.2810000000e-03,1.7600000000e-03,4.5561278380e-15,3.1529929488e-16,4.2408285431e-15
3.2815000000e-03,1.7600000000e-03,4.5568221580e-15,3.1533758583e-16,4.2414845722e-15
3.2820000000e-03,1.7600000000e-03,4.5575164780e-15,3.1537587679e-16,4.2421406012e-15
3.2825000000e-03,1.7600000000e-03,4.5582107980e-15,3.1541416774e-16,4.2427966303e-15
3.2830000000e-03,1.7600000000e-03,4.5589051180e-15,3.1545245869e-16,4.2434526593e-15
3.2835000000e-03,1.7600000000e-03,4.5595994380e-15,3.1549074964e-16,4.2441086884e-15
3.2840000000e-03,1.7600000000e-03,4.5602937580e-15,3.1552904059e-16,4.2447647174e-15
3.2845000000e-03,1.7600000000e-03,4.5609880780e-15,3.1556733154e-16,4.2454207465e-15
3.2850000000e-03,1.7600000000e-03,4.5616823980e-15,3.1560562250e-16,4.2460767755e-15
3.2855000000e-03,1.7600000000e-03,4.5623767180e-15,3.1564391345e-16,4.2467328046e-15
3.2860000000e-03,1.7600000000e-03,4.5630710380e-15,3.1568220440e-16,4.2473888336e-15
3.2865000000e-03,1.7600000000e-03,4.5637653580e-15,3.1572049535e-16,4.2480448627e-15
3.2870000000e-03,1.7600000000e-03,4.5644596780e-15,3.1575878630e-16,4.2487008917e-15
3.2875000000e-03,1.7600000000e-03,4.5651539980e-15,3.1579707725e-16,4.2493569208e-15
3.2880000000e-03,1.7600000000e-03,4.5658483180e-15,3.1583536821e-16,4.2500129498e-15
3.2885000000e-03,1.7600000000e-03,4.5665426380e-15,3.1587365916e-16,4.2506689789e-15
3.2890000000e-03,1.7600000000e-03,4.5672369580e-15,3.1591195011e-16,4.2513250079e-15
3.2895000000e-03,1.7600000000e-03,4.5679312780e-15,3.1595024106e-16,4.2519810370e-15
3.2900000000e-03,1.7600000000e-03,4.5686255980e-15,3.1598853201e-16,4.2526370660e-15
3.2905000000e-03,1.7600000000e-03,4.5693199180e-15,3.1602682296e-16,4.2532930950e-15
3.2910000000e-03,1.7600000000e-03,4.5700142380e-15,3.1606511392e-16,4.2539491241e-15
3.2915000000e-03,1.7600000000e-03,4.5707085580e-15,3.1610340487e-16,4.2546051531e-15
3.2920000000e-03,1.7600000000e-03,4.5714028780e-15,3.1614169582e-16,4.2552611822e-15
3.2925000000e-03,1.7600000000e-03,4.5720971980e-15,3.1617998677e-16,4.2559172112e-15
3.2930000000e-03,1.7600000000e-03,4.5727915180e-15,3.1621827772e-16,4.2565732403e-15
3.2935000000e-03,1.7600000000e-03,4.5734858380e-15,3.1625656867e-16,4.2572292693e-15
3.2940000000e-03,1.7600000000e-03,4.5741801580e-15,3.1629485963e-16,4.2578852984e-15
3.2945000000e-03,1.7600000000e-03,4.5748744780e-15,3.1633315058e-16,4.2585413274e-15
3.2950000000e-03,1.7600000000e-03,4.5755687980e-15,3.1637144153e-16,4.2591973565e-15
3.2955000000e-03,1.7600000000e-03,4.5762631180e-15,3.1640973248e-16,4.2598533855e-15
3.2960000000e-03,1.7600000000e-03,4.5769574380e-15,3.1644802343e-16,4.2605094146e-15
3.2965000000e-03,1.7600000000e-03,4.5776517580e-15,3.1648631438e-16,4.2611654436e-15
3.2970000000e-03,1.7600000000e-03,4.5783460780e-15,3.1652460533e-16,4.2618214727e-15
3.2975000000e-03,1.7600000000e-03,4.5790403980e-15,3.1656289629e-16,4.2624775017e-15
3.2980000000e-03,1.7600000000e-03,4.5797347180e-15,3.1660118724e-16,4.2631335308e-15
3.2985000000e-03,1.7600000000e-03,4.5804290380e-15,3.1663947819e-16,4.2637895598e-15
3.2990000000e-03,1.7600000000e-03,4.5811233580e-15,3.1667776914e-16,4.2644455889e-15
3.2995000000e-03,1.7600000000e-03,4.5818176780e-15,3.1671606009e-16,4.2651016179e-15
3.3000000000e-03,1.7600000000e-03,4.5825119980e-15,3.1675435104e-16,4.2657576470e-15
3.3005000000e-03,1.7600000000e-03,4.5832063180e-15,3.1679264200e-16,4.2664136760e-15
3.3010000000e-03,1.7600000000e-03,4.5839006380e-15,3.1683093295e-16,4.2670697050e-15
3.3015000000e-03,1.7600000000e-03,4.5845949580e-15,3.1686922390e-16,4.2677257341e-15
3.3020000000e-03,1.7600000000e-03,4.5852892780e-15,3.1690751485e-16,4.2683817631e-15
3.3025000000e-03,1.7600000000e-03,4.5859835980e-15,3.1694580580e-16,4.2690377922e-15
3.3030000000e-03,1.7600000000e-03,4.5866779180e-15,3.1698409675e-16,4.2696938212e-15
3.3035000000e-03,1.7600000000e-03,4.5873722380e-15,3.1702238771e-16,4.2703498503e-15
3.3040000000e-03,1.7600000000e-03,4.5880665580e-15,3.1706067866e-16,4.2710058793e-15
3.3045000000e-03,1.7600000000e-03,4.5887608780e-15,3.1709896961e-16,4.2716619084e-15
3.3050000000e-03,1.7600000000e-03,4.5894551980e-15,3.1713726056e-16,4.2723179374e-15
3.3055000000e-03,1.7600000000e-03,4.5901495180e-15,3.1717555151e-16,4.2729739665e-15
3.3060000000e-03,1.7600000000e-03,4.5908438380e-15,3.1721384246e-16,4.2736299955e-15
3.3065000000e-03,1.7600000000e-03,4.5915381580e-15,3.1725213342e-16,4.2742860246e-15
3.3070000000e-03,1.7600000000e-03,4.5922324780e-15,3.1729042437e-16,4.2749420536e-15
3.3075000000e-03,1.7600000000e-03,4.5929267980e-15,3.1732871532e-16,4.2755980827e-15
3.3080000000e-03,1.7600000000e-03,4.5936211180e-15,3.1736700627e-16,4.2762541117e-15
3.3085000000e-03,1.7600000000e-03,4.5943154380e-15,3.1740529722e-16,4.2769101408e-15
3.3090000000e-03,1.7600000000e-03,4.5950097580e-15,3.1744358817e-16,4.2775661698e-15
3.3095000000e-03,1.7600000000e-03,4.5957040780e-15,3.1748187913e-16,4.2782221989e-15
3.3100000000e-03,1.7600000000e-03,4.5963983980e-15,3.1752017008e-16,4.2788782279e-15
3.3105000000e-03,1.7600000000e-03,4.5970927180e-15,3.1755846103e-16,4.2795342569e-15
3.3110000000e-03,1.7600000000e-03,4.5977870380e-15,3.1759675198e-16,4.2801902860e-15
3.3115000000e-03,1.7600000000e-03,4.5984813580e-15,3.1763504293e-16,4.2808463150e-15
3.3120000000e-03,1.7600000000e-03,4.5991756780e-15,3.1767333388e-16,4.2815023441e-15
3.3125000000e-03,1.7600000000e-03,4.5998699980e-15,3.1771162484e-16,4.2821583731e-15
3.3130000000e-03,1.7600000000e-03,4.6005643180e-15,3.1774991579e-16,4.2828144022e-15
3.3135000000e-03,1.7600000000e-03,4.6012586380e-15,3.1778820674e-16,4.2834704312e-15
3.3140000000e-03,1.7600000000e-03,4.6019529580e-15,3.1782649769e-16,4.2841264603e-15
3.3145000000e-03,1.7600000000e-03,4.6026472780e-15,3.1786478864e-16,4.2847824893e-15
3.3150000000e-03,1.7600000000e-03,4.6033415980e-15,3.1790307959e-16,4.2854385184e-15
3.3155000000e-03,1.7600000000e-03,4.6040359180e-15,3.1794137054e-16,4.2860945474e-15
3.3160000000e-03,1.7600000000e-03,4.6047302380e-15,3.1797966150e-16,4.2867505765e-15
3.3165000000e-03,1.7600000000e-03,4.6054245580e-15,3.1801795245e-16,4.2874066055e-15
3.3170000000e-03,1.7600000000e-03,4.6061188780e-15,3.1805624340e-16,4.2880626346e-15
3.3175000000e-03,1.7600000000e-03,4.6068131980e-15,3.1809453435e-16,4.2887186636e-15
3.3180000000e-03,1.7600000000e-03,4.6075075180e-15,3.1813282530e-16,4.2893746927e-15
3.3185000000e-03,1.7600000000e-03,4.6082018380e-15,3.1817111625e-16,4.2900307217e-15
3.3190000000e-03,1.7600000000e-03,4.6088961580e-15,3.1820940721e-16,4.2906867508e-15
3.3195000000e-03,1.7600000000e-03,4.6095904780e-15,3.1824769816e-16,4.2913427798e-15
3.3200000000e-03,1.7600000000e-03,4.6102847980e-15,3.1828598911e-16,4.2919988089e-15
3.3205000000e-03,1.7600000000e-03,4.6109791180e-15,3.1832428006e-16,4.2926548379e-15
3.3210000000e-03,1.7600000000e-03,4.6116734380e-15,3.1836257101e-16,4.2933108669e-15
3.3215000000e-03,1.7600000000e-03,4.6123677580e-15,3.1840086196e-16,4.2939668960e-15
3.3220000000e-03,1.7600000000e-03,4.6130620780e-15,3.1843915292e-16,4.2946229250e-15
3.3225000000e-03,1.7600000000e-03,4.6137563980e-15,3.1847744387e-16,4.2952789541e-15
3.3230000000e-03,1.7600000000e-03,4.6144507180e-15,3.1851573482e-16,4.2959349831e-15
3.3235000000e-03,1.7600000000e-03,4.6151450380e-15,3.1855402577e-16,4.2965910122e-15
3.3240000000e-03,1.7600000000e-03,4.6158393580e-15,3.1859231672e-16,4.2972470412e-15
3.3245000000e-03,1.7600000000e-03,4.6165336780e-15,3.1863060767e-16,4.2979030703e-15
3.3250000000e-03,1.7600000000e-03,4.6172279980e-15,3.1866889863e-16,4.2985590993e-15
3.3255000000e-03,1.7600000000e-03,4.6179223180e-15,3.1870718958e-16,4.2992151284e-15
3.3260000000e-03,1.7600000000e-03,4.6186166380e-15,3.1874548053e-16,4.2998711574e-15
3.3265000000e-03,1.7600000000e-03,4.6193109580e-15,3.1878377148e-16,4.3005271865e-15
3.3270000000e-03,1.7600000000e-03,4.6200052780e-15,3.1882206243e-16,4.3011832155e-15
3.3275000000e-03,1.7600000000e-03,4.6206995980e-15,3.1886035338e-16,4.3018392446e-15
3.3280000000e-03,1.7600000000e-03,4.6213939179e-15,3.1889864434e-16,4.3024952736e-15
3.3285000000e-03,1.7600000000e-03,4.6220882379e-15,3.1893693529e-16,4.3031513027e-15
3.3290000000e-03,1.7600000000e-03,4.6227825579e-15,3.1897522624e-16,4.3038073317e-15
3.3295000000e-03,1.7600000000e-03,4.6234768779e-15,3.1901351719e-16,4.3044633608e-15
3.3300000000e-03,1.7600000000e-03,4.6241711979e-15,3.1905180814e-16,4.3051193898e-15
3.3305000000e-03,1.7600000000e-03,4.6248655179e-15,3.1909009909e-16,4.3057754189e-15
3.3310000000e-03,1.7600000000e-03,4.6255598379e-15,3.1912839004e-16,4.3064314479e-15
3.3315000000e-03,1.7600000000e-03,4.6262541579e-15,3.1916668100e-16,4.3070874769e-15
3.3320000000e-03,1.7600000000e-03,4.6269484779e-15,3.1920497195e-16,4.3077435060e-15
3.3325000000e-03,1.7600000000e-03,4.6276427979e-15,3.1924326290e-16,4.3083995350e-15
3.3330000000e-03,1.7600000000e-03,4.6283371179e-15,3.1928155385e-16,4.3090555641e-15
3.3335000000e-03,1.7600000000e-03,4.6290314379e-15,3.1931984480e-16,4.3097115931e-15
3.3340000000e-03,1.7600000000e-03,4.6297257579e-15,3.1935813575e-16,4.3103676222e-15
3.3345000000e-03,1.7600000000e-03,4.6304200779e-15,3.1939642671e-16,4.3110236512e-15
3.3350000000e-03,1.7600000000e-03,4.6311143979e-15,3.1943471766e-16,4.3116796803e-15
3.3355000000e-03,1.7600000000e-03,4.6318087179e-15,3.1947300861e-16,4.3123357093e-15
3.3360000000e-03,1.7600000000e-03,4.6325030379e-15,3.1951129956e-16,4.3129917384e-15
3.3365000000e-03,1.7600000000e-03,4.6331973579e-15,3.1954959051e-16,4.3136477674e-15
3.3370000000e-03,1.7600000000e-03,4.6338916779e-15,3.1958788146e-16,4.3143037965e-15
3.3375000000e-03,1.7600000000e-03,4.6345859979e-15,3.1962617242e-16,4.3149598255e-15
3.3380000000e-03,1.7600000000e-03,4.6352803179e-15,3.1966446337e-16,4.3156158546e-15
3.3385000000e-03,1.7600000000e-03,4.6359746379e-15,3.1970275432e-16,4.3162718836e-15
3.3390000000e-03,1.7600000000e-03,4.6366689579e-15,3.1974104527e-16,4.3169279127e-15
3.3395000000e-03,1.7600000000e-03,4.6373632779e-15,3.1977933622e-16,4.3175839417e-15
3.3400000000e-03,1.7600000000e-03,4.6380575979e-15,3.1981762717e-16,4.3182399708e-15
3.3405000000e-03,1.7600000000e-03,4.6387519179e-15,3.1985591813e-16,4.3188959998e-15
3.3410000000e-03,1.7600000000e-03,4.6394462379e-15,3.1989420908e-16,4.3195520289e-15
3.3415000000e-03,1.7600000000e-03,4.6401405579e-15,3.1993250003e-16,4.3202080579e-15
3.3420000000e-03,1.7600000000e-03,4.6408348779e-15,3.1997079098e-16,4.3208640869e-15
3.3425000000e-03,1.7600000000e-03,4.6415291979e-15,3.2000908193e-16,4.3215201160e-15
3.3430000000e-03,1.7600000000e-03,4.6422235179e-15,3.2004737288e-16,4.3221761450e-15
3.3435000000e-03,1.7600000000e-03,4.6429178379e-15,3.2008566384e-16,4.3228321741e-15
3.3440000000e-03,1.7600000000e-03,4.6436121579e-15,3.2012395479e-16,4.3234882031e-15
3.3445000000e-03,1.7600000000e-03,4.6443064779e-15,3.2016224574e-16,4.3241442322e-15
3.3450000000e-03,1.7600000000e-03,4.6450007979e-15,3.2020053669e-16,4.3248002612e-15
3.3455000000e-03,1.7600000000e-03,4.6456951179e-15,3.2023882764e-16,4.3254562903e-15
3.3460000000e-03,1.7600000000e-03,4.6463894379e-15,3.2027711859e-16,4.3261123193e-15
3.3465000000e-03,1.7600000000e-03,4.6470837579e-15,3.2031540955e-16,4.3267683484e-15
3.3470000000e-03,1.7600000000e-03,4.6477780779e-15,3.2035370050e-16,4.3274243774e-15
3.3475000000e-03,1.7600000000e-03,4.6484723979e-15,3.2039199145e-16,4.3280804065e-15
3.3480000000e-03,1.7600000000e-03,4.6491667179e-15,3.2043028240e-16,4.3287364355e-15
3.3485000000e-03,1.7600000000e-03,4.6498610379e-15,3.2046857335e-16,4.3293924646e-15
